text,severity,resolution,product
Improve DigitNotarGate handling in PSM,normal,FIXED,Core
gov.uk is not considered to be a public suffix,normal,FIXED,Core
"Webgl Water demo not working, with ""compile error: ERROR: 0:1: 'unexpected EOF' : syntax error""",normal,FIXED,Core
Implement Node.contains(node),normal,FIXED,Core
Clean up jemalloc linkage,normal,FIXED,Core
Build a mozutils library containing jemalloc and other things,normal,FIXED,Core
Should remove library when switching to fakelib/expandlib,normal,FIXED,Core
IonMonkey: Assert building SSA finding target of break in while,normal,FIXED,Core
IonMonkey: Rename Snapshot,normal,FIXED,Core
IonMonkey: Segmentation fault in jit-tests/tests/ion/valueToInt32.js,normal,FIXED,Core
IonMonkey: Don't enter Ion if recording traces,normal,FIXED,Core
remove JSScrit::isAboutToBeFinalized,normal,FIXED,Core
Faster slow path of GC allocation,normal,FIXED,Core
JM: Different code generated in shell and browser (browser much slower) for global var access inside new Function,normal,FIXED,Core
Remove support for Irix,normal,FIXED,Core
content/base/test/test_bug482935.html is broken due to e10s HTTP interactions with the cache,normal,FIXED,Core
e10s HTTP: clean up more aggressively in DocumentChannelCleanup,normal,FIXED,Core
synthetic bolding on Android (gfxFT2Fonts) does not adjust glyph metrics properly,normal,FIXED,Core
Remove vestiges of pre-4.5 support,normal,FIXED,Core
Get xhydra to work with gcc 4.6,normal,FIXED,Core
Treehydra: Fix enumerator support,normal,FIXED,Core
test_bug430392.html calls SimpleTest.finish() twice,normal,FIXED,Core
Various cleanup in nsHtml5TreeOpExecutor,normal,FIXED,Core
crash nsDeviceMotion::DeviceMotionChanged,critical,FIXED,Core
Dictionary keeps switching to en-US despite being set otherwise,normal,FIXED,Core
"JM: for loop with ""i--"" as loop condition is 2x slower than same loop with ""i-- > 0"" as loop condition",normal,FIXED,Core
IME doesn't work with hardware keyboard on Android,normal,FIXED,Core
"occasionally when clicking link, the download box opens and asks whether i want to open the php script or save as",normal,FIXED,Core
clean up JSObject::clasp usage and a few other refactorings from bug 683361,normal,FIXED,Core
"GCC 4.6 build warning: ""nsJSEnvironment.cpp:2248:12: warning: variable 'flags' set but not used [-Wunused-but-set-variable]""",normal,FIXED,Core
"Shutdown crash reporting exception [@ nsTHashtable<nsBaseHashtableET<nsUint64HashKey, nsGlobalWindow*> >::GetEntry ]",normal,FIXED,Core
Test XMLHttpRequests when they're moved between origins,normal,FIXED,Core
make package fails when $(MOZILLA_DIR) is a relative path,normal,FIXED,Core
Crash [@ xExecutionState::end],critical,FIXED,Core
xpconnect warning fix,normal,FIXED,Core
nsSound can cause GC to be reentered,critical,FIXED,Core
[video tag] Alt-click to enter fullscreen mode,normal,FIXED,Core
Crash with -moz-transform-style: preserve-3d,critical,FIXED,Core
Avoid wasted space caused by AssemblerBuffer's growth strategy,normal,FIXED,Core
Use malloc_usable_size in JS memory reporters,normal,FIXED,Core
Windows x86-64 failing a few random things in jit_test.py most builds,normal,FIXED,Core
"js/src/methodjit/MonoIC.cpp:1357:51: warning: format '%lu' expects type 'long unsigned int', but argument 4 has type 'size_t'",normal,FIXED,Core
possible uninitialized variable use in nsXPCWrappedJS::GetNewOrUsed,normal,FIXED,Core
gcc warning (may be incorrect): src/xpcconvert.cpp:1931: warning: comparison is always false due to limited range of data type,normal,FIXED,Core
js\src\methodjit/MethodJIT.h(690) : warning C4305: 'argument' : truncation from 'js::MaybeConstruct' to 'bool',normal,FIXED,Core
Make unpacking files from the APK faster,normal,FIXED,Core
remove nsIAccessible getAccessibleToRight/Left/Above/Below,normal,FIXED,Core
Bounding boxes for strokes are unnecessarily big for many shapes,normal,FIXED,Core
test_bug434998.xul throws an exception,normal,FIXED,Core
"js/src/methodjit/FastBuiltins.cpp(511) : warning C4146: unary minus operator applied to unsigned type, result still unsigned",normal,FIXED,Core
js/src/jsscript.cpp(300) : warning C4309: 'specialization' : truncation of constant value,normal,FIXED,Core
"""ASSERTION: Remote window should be null""",normal,FIXED,Core
JS shell won't compile,normal,FIXED,Core
IonMonkey: Broken return from exception on x64.,normal,FIXED,Core
IonMonkey: Implement LTestDAndBranch,normal,FIXED,Core
IonMonkey: Segmentation fault in js1_5/Regress/regress-416628.js,normal,FIXED,Core
[TI] [tracking] Test failures blocking TI's TraceMonkey -> mozilla-central merge,normal,FIXED,Core
[TI] Permaorange on Linux64 opt SpiderMonkey warnings-as-errors - testConvertibleObjectEqUndefined.js:29: Error: Assertion failed:,normal,FIXED,Core
Locationbar result list closes immadiatly when using trackpad or magic mouse,normal,FIXED,Core
Massive memory usage when viewing www.cnn.com,normal,FIXED,Core
Memory usage climbs slowly but continuously,normal,FIXED,Core
NPRemoteWindow.window shouldn't be unsigned long,normal,FIXED,Core
"""ASSERTION: Getting architecture of plugin container failed!""",normal,FIXED,Core
"Assertion failure: copied == 0, at methodjit/FrameEntry.h:180",critical,FIXED,Core
"Assertion failure: !fe->data.inRegister(), at methodjit/FrameState-inl.h:977",critical,FIXED,Core
"Assertion failure: [infer failure] Missing type in object [0x7fc592604680] (index): int, at jsinfer.cpp:341",critical,FIXED,Core
"TI: Assertion failure: newShape != initialShape, at methodjit/PolyIC.cpp:384",critical,FIXED,Core
"""Assertion failure: type_->proto->newType"" with proxy freeze",critical,FIXED,Core
Improve performance for non-reentrant closures,normal,FIXED,Core
Provide hook for adding APIs to window.navigator,normal,FIXED,Core
"""Assertion failure: shape->compartment() == compartment(),"" or ""Assertion failure: compartment mismatched,""",critical,FIXED,Core
Remove custom chunk allocation,normal,FIXED,Core
Bad appearance of the page http://www.wetterzentrale.de/topkarten/fswrfmeur.html,normal,FIXED,Core
checkbox inside a prefwindow doesn't affect the preference when it has a command,major,FIXED,Core
Intermittent runtime abort in netwerk/test/unit/test_bug650955.js | test failed (with xpcshell return code: 1),normal,FIXED,Core
"Frequent Android failure in border-image-simple-1.html, anim-css-strokewidth-1-by-no-no.svg, anim-css-strokewidth-1-to-em-em.svg, anim-css-strokewidth-1-to-px-em.svg, anim-css-strokewidth-1-to-em-px.svg after bug 684479",normal,FIXED,Core
crash [@ PL_DHashTableOperate | nsScriptError::InitWithWindowID ],normal,FIXED,Core
Add support for fave icons on jump list uri entries,normal,FIXED,Core
Remove private browsing code from nsEditorSpellCheck.cpp,normal,FIXED,Core
optimizejars.py doesn't update disk_entries field,normal,FIXED,Core
Make nsEventStateManager::IsHandlingUserInput() time-limited,normal,FIXED,Core
Assertion failure: freeLists[kind].isEmpty(),normal,FIXED,Core
nsSVGFEImageElement calls inherited method nsImageLoadingContent::GetOurDocument when it could directly call nsINode::GetOwnerDoc,normal,FIXED,Core
"GCC 4.6 warning: ""nsINIParser.cpp:91:14: warning: variable ‘rv’ set but not used""",normal,FIXED,Core
bug 614879 forgot to update the signature on subclass SVGMotionSMILAnimationFunction,normal,FIXED,Core
xpcshell test netwerk/test/unit/test_bug650955.js fails on Android,normal,FIXED,Core
SVG SMIL: Rename nsSMILTimeValue accessors so IsResolved means is resolved,normal,FIXED,Core
Improve the extraction code in the Android linker,normal,FIXED,Core
Remove codePool and notePool,normal,FIXED,Core
"js\src\methodjit\BaseAssembler.h(1282) : warning C4146: unary minus operator applied to unsigned type, result still unsigned",normal,FIXED,Core
js\src\vm/Debugger.h(406) : warning C4099: 'JSCompartment' : type name first seen using 'struct' now seen using 'class',normal,FIXED,Core
nsHtml5MetaScanner should use PR_INT32_MAX instead of -1 as a special marker value for indeces,normal,FIXED,Core
Readd support for the explicit $topsrcdir/mozconfig location (but error if mozconfig and .mozconfig are both present),normal,FIXED,Core
someday we should rip out InvokeSessionGuard and self-host its 3 uses,normal,FIXED,Core
initialize mark bits in Chunk::init,normal,FIXED,Core
Enable/Disable/Resize Web Console corrupts content rendered,normal,FIXED,Core
broken Node.contains,normal,FIXED,Core
JS_LookupPropertyWithFlagsById()'s documentation does not include objp parameter,normal,FIXED,Core
Fluid dynamics simulators is slow,normal,FIXED,Core
Copy of SunSpider in js/src/jit-test should be deterministic,normal,FIXED,Core
jsfiddle.net throws error selectionRange is not defined in nightly 09/01,normal,FIXED,Core
Remove GetKeyURI.,normal,FIXED,Core
Crash [@ LocationSetterGuts],critical,FIXED,Core
FindUnfinishedRequestCallback is silly,normal,FIXED,Core
jump to anchor freezes Fx for about 15 s in 500 K data,normal,FIXED,Core
Add element-valued property methods to ObjectOps,normal,FIXED,Core
Nix class equality hooks on DOM objects where possible,normal,FIXED,Core
Virtual keyboard is not invoked for input fields in Qt plugins,normal,FIXED,Core
native midas's draggable/resizable features applied to elements with position: absolute and contenteditable= true,normal,FIXED,Core
Add #define to always log the cycle collector graph,normal,FIXED,Core
Don't visit WeakMap keys from the WeakMap in markEntry,normal,FIXED,Core
Convert #ifdef DEBUG variables in jsgc to DebugOnly,trivial,FIXED,Core
"GCC 4.6 build warning: ""jsparse.cpp:8457:16: warning: variable 'afterComma' set but not used [-Wunused-but-set-variable]""",normal,FIXED,Core
"Preferred page background color is printed, even when ""Print Background Colors"" is unchecked",normal,FIXED,Core
Function can contain both a return statement and a yield expression,normal,FIXED,Core
Measure slop in more JS memory reporters,normal,FIXED,Core
Remind people to update nsContentBlocker when they update nsIContentPolicy,normal,FIXED,Core
Remove some Windows line endings introduces by bug 505115,normal,FIXED,Core
Rework SVG rendering to use display lists and display-list-based invalidation,normal,FIXED,Core
resource leak (not closed directory) in gfx/thebes/gfxFT2FontList.cpp,normal,FIXED,Core
LRU-SP not fully implemented in memory cache: small entries avoid eviction,minor,FIXED,Core
Give search fields in window chrome the new on-chrome style on 10.7,normal,FIXED,Core
Tab scrolling broken,normal,FIXED,Core
"Don't copy C++ object into Objective C block; instead, hold on to an Objective C object",normal,FIXED,Core
Document the effect of non-null mLSHE on subframe entries in session history,trivial,FIXED,Core
"Provide a way to play the ""ding"" system sound used to indicate typing too many characters in a text field on Windows",normal,FIXED,Core
"PlaySound should not be used directly in Win32 widget code,  nsISound should be used instead",normal,FIXED,Core
Nightly is using old file manager window,normal,FIXED,Core
Open Containing Folder spawns multiple instances of explorer.exe,normal,FIXED,Core
Citrix ICA Client Version: 12.1.0.30 (npicaN.dll) crashes other plugins,normal,FIXED,Core
backout bug #38427 from aurora,normal,FIXED,Core
Backout bug 191864 from aurora branch,normal,FIXED,Core
Abstract Call objects into vm/CallObject.h,normal,FIXED,Core
Telemetry for image decode count,normal,FIXED,Core
"Set targetSdkVersion to Android API level 11, to remove menu button from system bar",normal,FIXED,Core
IonMonkey: Implement JSOP_SUB,normal,FIXED,Core
IonMonkey: Disable Ion in debug mode,normal,FIXED,Core
nsGenericElement::SetInnerHTML should suppress DOMNodeRemoved when dealing with a non-HTML5 document,normal,FIXED,Core
Text disappears depending on window width,normal,FIXED,Core
Page incorrectly renders border certain sizes,normal,FIXED,Core
nsAutoTArray-ize callers to nsDisplayList::HitTest,normal,FIXED,Core
"""ASSERTION: mEndOffset is beyond the end of this node"" in nsRange::ContentInserted",normal,FIXED,Core
Use a one-off global object slot for storing generators' [[Prototype]],normal,FIXED,Core
GLES2 doesn't support glDrawBuffer,normal,FIXED,Core
"""ASSERTION: bad arg, numCharsToDelete.  Not enough characters in node"" in DeleteTextTxn::Init",normal,FIXED,Core
remove unused argument gcKind from Debugger::markAllIteratively,normal,FIXED,Core
"When in a select menu, if the scroll bar is held down and you right click outside of the menu, Firefox crashes.",normal,FIXED,Core
Avoid wasted space in JSFunctionBoxQueue due to jemalloc rounding up,normal,FIXED,Core
Firefox hangs when dragging two emails from Thunderbird over it,normal,FIXED,Core
nsCharTokenizer which takes arbitrary chars as delimiters,normal,FIXED,Core
Sending arraybuffers using XMLHttpRequest.send,normal,FIXED,Core
Implement responseType='moz-json',normal,FIXED,Core
Drop WANT_EQUALITY from windows and nix the window equality hook,normal,FIXED,Core
Node.parentElement not implemented,normal,FIXED,Core
"element.setAttribute('onchange', 'second value') does not work completly",normal,FIXED,Core
Consistent crash inside NVIDIA driver when zooming on Galaxy Tab 10.1 with GLES layers enabled,normal,FIXED,Core
[@ nsAString_internal::Finalize() ],critical,FIXED,Core
Investigate crash [@ WebGLContext::BufferSubData_array],normal,FIXED,Core
WebGL rendering problems (corrupt GPU textures),normal,FIXED,Core
GrowAtomTable() return code not checked,normal,FIXED,Core
Should probably strip comments from shader sources before validating bad character and passing to the GL,normal,FIXED,Core
Implement document.scripts,normal,FIXED,Core
type inference changes GC edge names; findReferences tests need to be updated,normal,FIXED,Core
give nsPresShell a .h file,normal,FIXED,Core
Include margin calculations in FinishAndStoreOverflow,normal,FIXED,Core
do,normal,FIXED,Core
Shouldn't taint the canvas when drawing images with @crossorigin into it,normal,FIXED,Core
YARR interpreter performance sucks compared to PCRE,normal,FIXED,Core
"test_mozGetAsFile.html runs finish three times, instead of once",normal,FIXED,Core
WyciwygChannelChild is not thorough about checking for cancellation,normal,FIXED,Core
pldhash.cpp fails to compile on mingw-w64,normal,FIXED,Core
Set OS_TARGET to WINNT when crosscompiling on mingw,normal,FIXED,Core
Create a universal constructor check for functions,normal,FIXED,Core
js_ValueToBoolean(js::Value const&),normal,FIXED,Core
IonMonkey: Crash building SSA on mjit test,normal,FIXED,Core
IonMonkey: Use correct TI API with LOCALINC and friends,normal,FIXED,Core
Implement FpReg move on icc for asm_cmov(),normal,FIXED,Core
Add Reflect.parse support to xpcshell,normal,FIXED,Core
reduce verbosity of Accept header for fetching XSLT,normal,FIXED,Core
"nsXULPopupListener::HandleEvent intends to focus contextmenu target on platforms where it's shown on mousedown, but not those where it's shown on mouseup; been doing exact opposite since 2001",normal,FIXED,Core
