text,severity,resolution,product,text_hash,thesis_class
typing in URL autoselects itself if browser.urlbar.clickSelectsAll is set to true,normal,FIXED,Firefox,eb14f5514805a51eacb0af12e690c6625e796a5a74c268dddf3767ad4945be36,pausa
"When you open a new window, the green triangle flashes before being replaced in the url bar",normal,FIXED,Firefox,e718d77f265d72a41885b49cb672c577626be56bdfc58ab3534e289117ab3d0c,pausa
Cookies dialog still using XP-ish icon,normal,FIXED,Firefox,d57e33984a0da36fbf2827550b61857cf0a9d8040c8e3143576a2fde24a462ac,pausa
nsIDictionary leftover forward declaration in nsISessionStore.idl,trivial,FIXED,Firefox,c2ca391ffd997c428e782d4ad1d1a89602692d5039498f105f6e46adad881e7e,play
Visited links don't change color.,normal,FIXED,Firefox,d6790db05c51ec6752253669bed57e5bfef7a0b982e1de4541d552bbe1c4a405,pausa
Tooltips raise browser above other Firefox windows,normal,FIXED,Firefox,198189692ba70c1cef70d4eba02635b4af13794f65a4e4b1b5cb7bff9e884dee,pausa
"when setting the width of the boxes that hold the description elements, use Math.floor()",normal,FIXED,Firefox,7055569d4488a338726deaa5c9c98c3edea92769f25cecfd6022c1d8ea01f21e,pausa
don't reset textContent in _setUpDescription() if it hasn't changed,normal,FIXED,Firefox,566e4d27db26be69680b11261b5c3d22613de5e045c1470bc9d06d481e704370,pausa
perf:  get rid of the scrollboxes / ellipsis hack in autocomplete.xml,normal,FIXED,Firefox,c231c273073158e1f6effaf0fc863389dc9a657c16632d7f5c386ed7ba753967,pausa
uninitialized data in nsUrlClassifierDBServiceWorker,normal,FIXED,Firefox,384d575d9ca3e196851dd99cdd4f4070ce0dfda57901a1412a0cd1f340a3c5ce,pausa
favicons displayed at full size in open location autocomplete,normal,FIXED,Firefox,a79c75d177c94a06fe6c48837266954e9899848cebf17a55a51ef3f3f61107e9,pausa
View->Zoom not active when image is shown (no text),normal,FIXED,Firefox,5a29b827030f64dfe73ff59d1ebeac99a20e08dcbcde60c5c3498712514ec351,pausa
"After selecting auto-complete entry and then correcting it, pressing enter still loads auto-complete",minor,FIXED,Firefox,d7c5733bf23bcfe348fe39c255af4188172bd12a88b66ee1eba80faadbd514bf,play
Bogus folders listed in save-bookmark/star hanger,normal,FIXED,Firefox,c3606e55dea6aebe6e577547f2f75589aa3df52c50382f77e11261e9dd8712e8,pausa
"""All Bookmarks"" selection option for Gold Star-added Bookmarks disappears",normal,FIXED,Firefox,bdc286602853ec54038904ffcf6ed23bed6b8b9d05ce28829ff6d982738e3da5,pausa
Using the Arrows to navigate 'Back' - folder does not follow along,major,FIXED,Firefox,c07c42a81fdf4a94c336959707b6af465aff75ef6065ae0f046a7eb7fb0a8582,pausa
BrowserOnCommand() for Firefox netError page uses wrong location object,normal,FIXED,Firefox,6c11b14ef9287af702bd333b2d1edcc1ea47c70992066c477893fcd92f9a8422,pausa
Identity popup needs aligning,normal,FIXED,Firefox,7bdd9960a6e2e917243a2691ea6ec7f8d59612beda329244dc4bad8481c19eb5,pausa
View cookies button in security info should pre-filter the cookies dialog,normal,FIXED,Firefox,104211aa145ea983797575848985a8405e6a2311787998acd3b4ca1da0d14f5a,pausa
Tag system should be case-insensitive,normal,FIXED,Firefox,06e40f93213dce430dd53f318e3c7cd649d2f4f61a01d11af88b706785b09544,pausa
Ctrl+Click / middlemouse click on search bar autocomplete results is broken,normal,FIXED,Firefox,79a13ce8dace7f46176679e90c1242e76f5122f259b548200febd3adb5bda64d,pausa
tag autocomplete problems with case-insensitivity,normal,FIXED,Firefox,f8a2a311a51daced4e0f54cb5e4a1f85c5a74eb3027431ac06113a084c75a32a,pausa
Livemark service cancels loadgroups with an undefined property instead of an error,normal,FIXED,Firefox,4556655df0b3bd3c61f5a6bbd079f07554bdc409093a1f36483ac63ac640b119,pausa
Livemark service cleanup,normal,FIXED,Firefox,b7e95ab52dc731bc84af17545554c4b68dc875f7557de8dd6fea6ad01fa1280c,pausa
Please add 'back' and 'forward' stock icons to help viewer under Linux.,normal,FIXED,Firefox,3bf1384b5ac717f1ed7ac4a94d3b7c187f7566136c1ddf88dcefadb7aed18dcb,pausa
Use stock icons in the XUL open file dialog,minor,FIXED,Firefox,223fcc57e5079c981babc688c9b3399daba1a8f73870aff3c4e5578e657430f0,play
Hover feedback for tab close button,normal,FIXED,Firefox,8f265f25ad75677d8ffd70200ecacf1090aaa012c196f32b662c53c4eb7e5474,pausa
[SessionStore] Browser components are handling listened events before extensions on removeTab,normal,FIXED,Firefox,e3354231ac19deb73d0c91e65bfa85e167b927390d6c9ec1c6b99f55f63839f0,pausa
Missing access key for Preferences -> Advanced -> Network -> Cache -> Clear Now,minor,FIXED,Firefox,8e3717a50bd2e545ccd23664ecbe8fe41113c17babfb25cabfe65e6a4267ee1f,play
"right click, bookmark this link doesn't bookmark the link",normal,FIXED,Firefox,ffab9587a751637127876c818add70567bef7f4afd7abe11086207f28e8d3e56,pausa
ExpireItems(EXPIRATION_COUNT_PER_RUN) takes about 700ms (down from 8 seconds) but could be faster?,normal,FIXED,Firefox,d38901667f76f2e73420cee6ad0cb1d022a7296f321edb6cec757117c6502814,pausa
Rich url bar keeps old scroll position even on new input,normal,FIXED,Firefox,d924f7aa8c5854ea544771011b658da7dfb0c1f1389e40668f074eed5421a493,pausa
License header in the middle of browser.js,trivial,FIXED,Firefox,444f8f88e4cd7b4da8a2fd9aca4b204576a2cbf4092f14a5aad3268442490fb7,play
"Exception... ""'[JavaScript Error: ""gImageView.data[i] has no properties"" {file: ""chrome://browser/content/pageinfo/pageInfo.js"" line: 554}]' when calling method: [nsIDOMNodeFilter::acceptNode]""",normal,FIXED,Firefox,f377bd65002790e8ae1d2a48f9c49598039bf51817d3a8dd723c81cf943f409f,pausa
Firefox saves wrong window restore size while closing a maximized window.,normal,FIXED,Firefox,74504ee1aa6619a24260380d9c51689e35b599ee14816a400ed4c163685153fa,pausa
"Firefox wondow is too small, after exiting minimized Firefox.",normal,FIXED,Firefox,c1810214e09b0a5e40bc7e507c976bf899b5a6c81b820292250044772a794890,pausa
Tags checked when they are created for a different bookmark,normal,FIXED,Firefox,cb04f18d163b7326c04477d9007b3458b0167d2b73a9f220b921b265e18892a0,pausa
Assertion Failed (assert:null node) when middle-clicking on blank space in Bookmarks Toolbar,normal,FIXED,Firefox,d1685a59804f4d86210f1e4461d34e05f35161fb6e546f85c836215bc2718716,pausa
Removed deprecated MathML fonts on update and pave-over installer,normal,FIXED,Firefox,311d3ec8eb63ecfaa49e81aba7b980019d33e9d3b743cd07812e15d48e0c4d21,pausa
"When adding a bookmark with no title, we should use the uri as the title",normal,FIXED,Firefox,68e12ff7f66f745e4836f0af2e495ac01fc1d9995ac9c856aa97933cd349a2de,pausa
popup statusbar notification switches to incorrect tab when tab closed,normal,FIXED,Firefox,b4dd7aaa02b5251a1ef0b2f80a3fd8ba1f6c2205ec7b05c1ed6f30dba0e010b7,pausa
Restore animateFadeIn behavior for Mac prefpanes (revert fix for bug 394881),normal,FIXED,Firefox,e5883cae55dca1667c754deeeab4e601e9d5e5866615870cfff3f6865450de08,pausa
placesTree selectNode and selectPlaceURI call non existing function,normal,FIXED,Firefox,e4958871526e8044a9398366314cb3cb835b5b6902ad92c8512abae2aad651bb,pausa
Back & Forward buttons on mouse does not navigate in Library/Places Organizer,normal,FIXED,Firefox,f89c36492114746e74738b3c48344dd60140c396da6225a3b784ac12067d3f8e,pausa
"Open ""livemark name"" ignores middle click",normal,FIXED,Firefox,b5ecac7b34a1a1075fe4874535254b206ad5512c7e279ba108a436d6634830d7,pausa
Incorrect cite to Bugzilla in autocomplete.xml,normal,FIXED,Firefox,9c1c9d749ee408f31b583cbf89aaa2f3919cdd42a0997f17b435477c1386254d,pausa
"The Page Info View Certificates label has the ""v"" character underlined as an access key",minor,FIXED,Firefox,2cc197f86df7bff358a55117019c27131de31b59ddf4b19174167cb4cb14674f,play
Info pane should not disappear when changing the info for a bookmark in a query,normal,FIXED,Firefox,dbb675b684d6b863bcd9d79eea1b1db0e4b2c14fd34ff9f05a445b9c15d7c0b8,pausa
"Update from Gran Paradiso Alpha 2 to Firefox 3 Beta 2 cause  [Exception... ""Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsIDocShellHistory.useGlobalHistory]",normal,FIXED,Firefox,6d0e57913c56b0fd11deaf5a8f3d48f60cc6ef50aa181f48ab397fef0f08cc65,pausa
remove support for browser.urlbar.richResults,normal,FIXED,Firefox,09a5975b7936c809939571daef5d1c71457c7245c6247d239dfb72e26da122f6,pausa
"SessionStore shouldn't observe ""app-startup""",minor,FIXED,Firefox,676ff2fb71a51c613c64e9831956d86d0b5559daaf48d65aef9c0fc5b7c7f359,play
use a simpler query than mDBGetURLPageInfo for IsURIStringVisited,normal,FIXED,Firefox,f5f6b8cc665c9ab0087a24fe85a31a027c981f611eba6fd47251c61cf5109ae6,pausa
Location bar ignores entered url and uses autocomplete selected url instead,normal,FIXED,Firefox,7efe59333e938a13ff9fdc0c954b691a92de492659cc12c9987994a58ae250ca,pausa
"""aTabData.entries.forEach is not a function"" error in nsSessionStore.js on call to getBrowserState function",normal,FIXED,Firefox,c2e59b6664075ccbd4f7bd2d4a7b32840089f1c6f6b891d02a354753e2200122,pausa
bookmark this frame is broken,normal,FIXED,Firefox,5ee873eb18d27930374b0161ae3f3a5e42ca2eb77c38b2edf83dbb10feab73ee,pausa
"nsNavHistory::IsURIStringVisited(), because of lazy adds, does not always return the same value for non http / https links",normal,FIXED,Firefox,49fc7b9482f457185dc370454a01619bf0d4277e1eef368bbe044da282e2d7a4,pausa
Annoyance: always returns to the top of the bookmarks menu,normal,FIXED,Firefox,986447134c3233b2f599ba1dbf03d9a23f161a89117096368b3d599b7904f13c,pausa
"Contents of the location bar should be selected on single click, OS X",normal,FIXED,Firefox,e236eaca91201624168b6fe90957dab7067a38691f2dd28ee5fc3647f00caccc,pausa
unable to sort by tags in the bookmark organizer,normal,FIXED,Firefox,15f10f800c4effe524b7d47a3ca73dd242f440b024a1fa13b7804740e0911890,pausa
Ugly black line below Places Organizer toolbar,normal,FIXED,Firefox,c03d47f8c8a2ca95a4649ce307aaf5b0aca6c2bb61c5bca4bc59815b6baae24e,pausa
"nsINavHistoryService::addVisit should take a uri for the referrer, not a place id",normal,FIXED,Firefox,f8909f6ba95fbb8343763ac134d349619f3d00f5af87bc2f264b593f2434ad2f,pausa
Port generic/automatic remoting changes to QNX Neutrino,normal,FIXED,Firefox,a2e6add7b1670b5aa59bb2485ea1d5f18b387624b490a8ef6218b1c6c70cfa61,pausa
nsNavHistory should implement nsIDownloadHistory,normal,FIXED,Firefox,f7d317164e01557bc0ad2bd5c9be399fff9ec85dbcfdb8b5ab758500b87ba5a9,pausa
Viewing GMail causes excessive CPU load (80%) when in active tab,normal,FIXED,Firefox,ded623dd1ed5088c7e34eabe36d84c94d5a67adfc5258943981cc3266b64e317,pausa
XML Parsing error if you open a bookmark in the sidebar,major,FIXED,Firefox,fee87971346a7d7f6ca57f413a215d9159459b20eac97ed7cfa089577c666d2c,pausa
"Places Organizer , next menu won't expand when the pointer gets there",normal,FIXED,Firefox,a5a871cf56f80c73649b0537f30a7c9021d8d9914c6da12db40cbe34357b1e27,pausa
Ctrl+w not closing current tab,minor,FIXED,Firefox,40029cf96229dd9b9a7a463322e554d25d34fa67978d829aa6af2781289bcff2,play
XPCOMUtilify nsSessionStore,normal,FIXED,Firefox,cf86c9a03dede5e03c124ba31b739320e9a3cc8969e6aa8d552af72aede95c6f,pausa
download link is not styled :visited when klicked,normal,FIXED,Firefox,ffc3c4967daf3a5eae064bd507b7f1b6fbaf6fb9bbaf00dd10b019dd618cf7e7,pausa
top crash @ nsAutoCompleteController::HandleStartComposition(),major,FIXED,Firefox,686c672f18f6a73d8bda033345c326987c1a4f7793d9a0680248f70ef06c9a63,pausa
Notify user when plugin fails to load due to blocklisting,normal,FIXED,Firefox,71651205ac8c76f0e0cde612849d3ab091927d427904980d316f2bfc9c0e415f,pausa
Visiting bookmark is recorded as link transition,normal,FIXED,Firefox,422388694310f9b816573425651d0f44fd9b56cbaffe36f4bdeba30951d78ed1,pausa
Security check livemark siteURI,normal,FIXED,Firefox,f14e52151ef9a2d9d5afabc034328aa8e3f7ca0e357ddd8b487015aaa398eca7,pausa
add dateCreated and lastModifiedTime to the transaction service,normal,FIXED,Firefox,1636b8e000a803b38ac5a32d97e686750d302386fd71fed575bc3eec1d0fe51e,pausa
Tree selection shouldn't go away when an item is resorted or moved,normal,FIXED,Firefox,00a2e07dc00f0c9380369c1515b94e1867ba0090c7ddb43ad79d9c61f8a29fc5,pausa
move tabbed browser prefs to their appropriate modules,normal,FIXED,Firefox,c839e48985f79f176a318ff82ab2a481481b5efd2e21e6180e4955e347355d5f,pausa
urlbar binding should be using |this| rather than |gURLBar|,trivial,FIXED,Firefox,a91b788738663d5c45587165ec09ffb62ffd9771923948ee59ff1c9c9f6f42f6,play
Replace FeedWriter.js's CheckLoadURIStr with CheckLoadURIStrWithPrincipal,normal,FIXED,Firefox,aca9fe0b3c77946b41cc54d836a3d15414398eb878df893a563090782d40f191,pausa
RSS preview sniffs RSS 0.90 on trunk,normal,FIXED,Firefox,792c63917e41e54cce6c36c78c89962c6494bf182fb67707be24340aee09bf32,pausa
Residual yellow line at the beginning of location bar and search bar,trivial,FIXED,Firefox,f2a31111a76e26e3bb24d0a16477e0e6a74b3a9cfbfe508e94dc1d822aefe6e6,play
Bug 315010 introduced broken page info code,major,FIXED,Firefox,dd8b4fae81e54509d90666a45ba45ea072dd1c6637dae36201194c2528c98682,pausa
Update browser/toolkit copyright dates to 2008,normal,FIXED,Firefox,6fbd5ee1800caaa96962479e719ac123a93ab8003a50106fba06cedc71ecce7b,pausa
Settings... button size,trivial,FIXED,Firefox,327ee45c6d9e0c04e3f17a0fd217d50c40aa41b33b0cef21446aba5d0d49d24a,play
FeedProtocolHandler.newChannel changes the URI,normal,FIXED,Firefox,c6c6af7d1fd00f7f845d04eb59d8c08e8425feecefb49b8b8c4750eff24c7186,pausa
"FindLastVisit returns ""true"" when it ought not to.",normal,FIXED,Firefox,375aa1b7598087577ce67a02dbf4c4c211ba41959df07502a42c196b4501840f,pausa
RSS icon in location bar vanishes/disappears near end of page load,normal,FIXED,Firefox,a689dff056a89b3fbfffb9eef1a776ca6dee89ff753a90edb9d0fe90337b7ccf,pausa
Remove unused preference network.cookie.enableForCurrentSessionOnly,minor,FIXED,Firefox,ad725e21bf220bd4617a5d5f867f71da15aa9ae748c2412b80fe3a53e12db0c1,play
"Migrate Opera's ""Accept Cookies Session Only"" preference into network.cookie.lifetimePolicy instead of the unused network.cookie.enableForCurrentSessionOnly",normal,FIXED,Firefox,05f4f11b2ca7c1071708bd4f8d1604ec56bd22b1cb4559abb93692bf0ff4d5f4,pausa
Applications page in Options doesn't work on OS/2 (shell-service class missing),normal,FIXED,Firefox,9ad36641a9dfaa854d707d6385000a1ea532fd0e519526c7fb83975f76751021,pausa
expiring more than we need to on shutdown if clearing private data,normal,FIXED,Firefox,47023e0f26da94a2aa0eea3b02ea556dd88e98e0bc17b8098b194ad57954a534,pausa
add last_visit_date column to moz_places table (to improve history UI performance),normal,FIXED,Firefox,cd0e3b3edfdb3cb8fa1191343117ec894005f06ecd6e4ec99a8db33c352ff40d,pausa
Empty location bar shows blank tooltip,normal,FIXED,Firefox,2e8012bda5acabe2c98b2f7d25ae92cafaa6065a2a32656f9d4045c1c7b54be0,pausa
gtk: bookmark folders pressed state and dropping state,normal,FIXED,Firefox,01fc793c21d13196714f1fda6e3a5c06b96932527fb9e4622d91f6d0f2acee87,pausa
"""Block Images from xyz.com"" access key is chosen poorly",minor,FIXED,Firefox,131f619ea4c4a8b8882deb2b7836e738ef31a2bdbbf6db5969360adabf7badaa,play
BrowserPageInfo() in Firefox 3.0b2 breaks API compatibility with earlier versions of Firefox and with SeaMonkey,minor,FIXED,Firefox,dcec165acb7d3e346919015df800524be4c7f32159ef7fdf2852a82835a6c128,play
"""Manage Search Engines..."" menu entry is misaligned",trivial,FIXED,Firefox,f01fc196006d55cfd48d24418edfc053f70993e376e8acea20bbc82b84cf8bfc,play
Live bookmark parsing needs to update livemark/siteURI,normal,FIXED,Firefox,4f4ce97685ee6cd0fa4c224a59f9076117831b87dad31b4f4337420410b27b45,pausa
Duplicate access keys in the context menu of a selected link,minor,FIXED,Firefox,c16f8dcbb42986e17a8ac7eb49dd43a0cb7cee090d66791788e7b26b63098c7e,play
nsNavHistory::Init is fragile,normal,FIXED,Firefox,cbda988413d3c7e9eb50a472229b6ae11db6dbd73bdc51bc6923c1f1a7c581d5,pausa
Applications pref pane is empty,blocker,FIXED,Firefox,308036fed7e0cc280193655aeedd3d73ce641842f281037e7b351fe590686cf9,stop
XPCOMUtilify nsURLFormatter and add tests,normal,FIXED,Firefox,97204834221d7adbf57249b7ac524b9620c8bfb9b1e2f3cd064cf92404ec3a96,pausa
SSL error page when built using libxul doesn't have the two buttons for get me out of here/add exception,normal,FIXED,Firefox,7c105ad37ee1a243703b0fc9ec371b0ae9dc94a296bfcce0d13c1c107030f149,pausa
Text entry with dual focus ring,normal,FIXED,Firefox,1b548d9e62ae52eacf2552080bb11bcf985a2152c6c75aa3431431dc3a71f7df,pausa
"""Applications"" prefpane is too narrow at some locale.",major,FIXED,Firefox,5689144a7792baa83d9ebe5e1e3ed39636e6ec86c69469782b37257fbce64ca3,pausa
Application Selector still has significant UI issues on Mac,normal,FIXED,Firefox,0b97add2245c4eb958a9b045c2b77e1115d138c0f57629533d1e0124a1dcebe8,pausa
Web forgery warning not shown until tab switch,major,FIXED,Firefox,4a762915f4ac9fdfe8f0ee15d173a252414bf606494e7d4f22a47ef6d7894109,pausa
View page info -> Security: doesn't show cookies were set for sites with ip:8080 address,normal,FIXED,Firefox,6321f5abee66c245178019dee18dffbac492db277ce8a9bcde66e2f9c1bacb49,pausa
Default bookmarks and Smart folder missing from New Profile,normal,FIXED,Firefox,28d3e67ebda8b6537c82bf1765cd732b4f4bf1f9da5adf2623041c0eb028c979,pausa
Front-end code must be able to distinguish simple-folder query nodes,normal,FIXED,Firefox,2d460d91e24411abf6f8ce91b1302b55b900790cff07e9ee55579400d9f0a847,pausa
tagging URIs causes large increase in bookmarks observers,normal,FIXED,Firefox,76a5d121043324f84744dc411d3e4ecb1f3546d2fe32e984183a4e72a19b0b34,pausa
History>Home should be middle-clickable,minor,FIXED,Firefox,753ee00a381e165d9616f6eb6c34c793c5845515345d43977d3a7c6dda438e8a,play
Live Titles don't have selection,normal,FIXED,Firefox,8d78dfa2e8e6991763f784c5d0220ba75153381a75b48030c5b11fb422f9f67e,pausa
highlight text becomes unhighlighted when the page is moved on the screen,normal,FIXED,Firefox,5923d637fe719860bba6e7d93efaecdc46a9fc63afc163d274953a3a89f742d9,pausa
Dragging toolbar bookmarks to new location does not render changes in toolbar UI,normal,FIXED,Firefox,545324253c6a528f81a484f1214959f648f2135e5997576d31cbc9b2f548883c,pausa
After a successful drop the bookmark menu is not rebuilt until restart,normal,FIXED,Firefox,dab33f25085e16458494821ae101b7a452edf1fa8e7610da79956f8ecb62a47b,pausa
"when right clicking - ""O",normal,FIXED,Firefox,d621c40c5c4a8d0776a1eef6955713b852c84b5985cea3b9f106f0ede590b7b3,pausa
Remove useless VK_HELP key for mac,minor,FIXED,Firefox,39d1c8604d3c25f3142da3a6890952d9512061208e9284becbf92f8470bfc015,play
Assert: Insertion point for an menupopup view during drag and drop must -1!,normal,FIXED,Firefox,d26ed3f989cafb8100302a88cff861b7d3d0db094c26133f24376cb8ef0c0aa3,pausa
"Bookmarks menu no longer groups folders before bookmarks after ""Sort by Name"" is performed.",normal,FIXED,Firefox,a44e437532a61f892bd58f78df8e96a1fafae1d6e27a64797f0f6822665fe523,pausa
actions icons should be aligned in Applications prefpane,normal,FIXED,Firefox,ee71420106ddd32c15347237331f6e9654e836e514b13d62eac24118b5a26ef9,pausa
Tweak tab border colors,normal,FIXED,Firefox,ec677a431c91bb2e3f765bf16a364f3b4e4f9117ce59d644fd4757bc6c0d3ad5,pausa
missing tabbrowser images (e.g. tab-arrow-start-bkgnd-enabled.png as all tabs button background),normal,FIXED,Firefox,59986235d3b2d1fd03817895a603e6fabb18d763d444e4dc784d089b289d83ed,pausa
